// Item Trade Restrictions Database
// Defines special trade rules for individual items.
//
// Structure of Database:
// Item ID, TradeMask,Group Level Override
//
// Legend for 'TradeMask' field (bitmask):
// 1   - item can't be dropped
// 2   - item can't be traded (nor vended)
// 4   - wedded partner can override restriction 2
// 8   - item can't be sold to npcs
// 16  - item can't be placed in the cart
// 32  - item can't be placed in the storage
// 64  - item can't be placed in the guild storage
// 128 - item can't be attached to mail
// 256 - item can't be auctioned
//
// Example:
// 1161,67,50
//	Balmung cannot be dropped, traded, or placed in Guild Storage (1+2+64).
//	Only groups of group-level 50 and up can override this setting.

// Wedding Related items
673,493,100	// Copper_Coin
5481,65,100	// Hermose_Cap
5482,65,100	// Dark_Knight_Mask
5483,65,100	// Odin_Mask
5492,507,100	// Boy's_Cap_I
5493,507,100	// Ulle_Cap_I
5494,507,100	// Spinx_Helm_I
5495,73,100	// Power_Of_Thor
5508,73,100	// Shark_Hat
5509,73,100	// Sting_Hat
5511,73,100	// Samambaia
5521,507,100	// Angry_Mouth_C
5527,73,100	// Lunatic_Hat
5532,73,100	// Pirate_Dagger_J
5536,507,100	// Spare_Card
5544,467,100	// Time_Keeper_Hat
5545,73,100	// Aries_Diadem
5546,73,100	// Aries_Crown
5549,73,100	// Taurus_Diadem
5550,73,100	// Taurus_Crown
5554,73,100	// Octopus_Hat
5555,73,100	// Leaf_Cat_Hat
5567,73,100	// Bright_Fury
5569,73,100	// Gemini_Diadem
5570,73,100	// Gemini_Crown
5574,73,100	// Pencil_In_Mouth
5577,65,100	// Dark_Knight_MaskB
5579,73,100	// Wanderer's_Sakkat
5584,73,100	// Majestic_Evil_Horn
5587,499,100	// Mosquito_Coil_1Use
5654,73,100	// Holy_Marching_Hat_J
5667,73,100	// Skull_Hood
5668,499,100	// Weird_Pumpkin_Hat
5738,73,100	// Snowman_Hat
5741,499,100	// Im_Egg_Shell_Hat
5786,475,100	// Ancient_Elven_Ear
5796,507,100	// Cheer_Scarf
5797,507,100	// Cheer_Scarf2
5798,507,100	// Cheer_Scarf3
5799,507,100	// Cheer_Scarf4
5856,507,100	// Passion_FB_Hat
5857,507,100	// Cool_FB_Hat
5858,507,100	// Victory_FB_Hat
5859,507,100	// Glory_FB_Hat
6052,507,100	// Ornament Hairpin
6060,499,100	// Month Viewing Ticket
6070,475,100	// Shaman's Document
6071,475,100	// Broken Sword
6072,475,100	// Bijofnil Feather
6073,499,100	// Dragon's Mane
6093,499,100	// Draco's Egg
6101,499,100	// Attendance Card
6102,507,100	// Report On Splendide
6103,507,100	// Report On Manuk
6116,507,100	// Succubus Pet Exchange Coupon
6117,507,100	// Imp Pet Exchange Coupon
6118,507,100	// Chung E Exchange Coupon
6125,507,100	// Spring Time Box
6126,507,100	// Summer Happy Box
6127,507,100	// Purification Stone
6129,507,100	// Nightmare Terror Exchange Coupon
6130,507,100	// Loli Ruri Exchange Coupon
6131,507,100	// Goblin Leader Exchange Coupon
6132,507,100	// Incubus Exchange Coupon
6133,507,100	// Miyabi Ningyo Exchange Coupon
6134,507,100	// Giant Whisper Exchange Coupon
6135,507,100	// Evil Nymph Exchange Coupon
6136,507,100	// Medusa Exchange Coupon
6137,507,100	// Stone Shooter Exchange Coupon
6138,507,100	// Marionette Exchange Coupon
6139,507,100	// Leaf Cat Exchange Coupon
6140,507,100	// Dullahan Exchange Coupon
6141,507,100	// Shinobi Exchange Coupon
6142,507,100	// Golem Exchange Coupon
6143,507,100	// Civil Servant Exchange Coupon
6148,499,100	// Eternity Of Chocolate
6149,499,100	// Simple Chocolate
6150,507,100	// Key of The Mansion
6206,499,100	// I Love You
6207,499,100	// Thank You
6208,499,100	// I Respect Yo
6225,475,100	// HD Carnium
6226,475,100	// HD Bradium
6228,475,100	// Guarantee Weapon 9Up
6229,475,100	// Guarantee Weapon 8Up
6230,475,100	// Guarantee Weapon 7Up
6231,475,100	// Guarantee Weapon 6Up
6232,475,100	// Guarantee Armor 9Up
6233,475,100	// Guarantee Armor 8Up
6234,475,100	// Guarantee Armor 7Up
6235,475,100	// Guarantee Armor 6Up
6236,499,100	// Blue Card 7
6238,475,100	// Guarantee Weapon 11Up
6239,475,100	// Guarantee Armor 11Up
6240,475,100	// HD Oridecon
6241,475,100	// HD Elunium
6242,457,100	// Midgard Coinu
6296,499,100	// Training Notice
6298,499,100	// Pumpkin Head Crushed
6299,499,100	// Worn Cloth Piece
6320,507,100	// Premium Reset Stone
6345,499,100	// Love Ball
6347,499,100	// Bless Word Paper
6348,499,100	// Bless Word Paper
6349,499,100	// Bless Word Paper
6350,499,100	// Bless Word Paper
6351,499,100	// Bless Word Paper
6352,499,100	// Bless Word Paper
6353,499,100	// Bless Word Paper
6354,499,100	// Bless Word Paper
6355,499,100	// Bless Word Paper
6356,499,100	// Bless Word Paper
6357,499,100	// Fortune Cookie Fail
6358,507,100	// Free Cash Coupon
6359,507,100	// Guidebook Exchange
6377,467,100	// Buy Market Permit
6456,475,100	// Guarantee Weapon 5Up
6457,475,100	// Guarantee Armor 5Up
7275,507,100	// Record of Ancient Language
7276,507,100	// Doodled Message
7580,499,100	// Black Marble
7624,499,100	// Spring Stanza23
7629,499,100	// Pink Gift Box
7841,499,100	// Stained Piece Of Paper
7842,499,100	// Torn Piece Of Paper
7843,499,100	// Old Piece Of Paper
7844,499,100	// Burnt Pieces Of Paper
7895,499,100	// Rama5 Book
7896,499,100	// Loykrathong Book
7897,499,100	// Constitution Book
7898,499,100	// VV Strong Balmung
7899,499,100	// Dagger Of Psychic
7900,507,100	// Jonathan Family Ring
7901,507,100	// Jillberriel Family Ring
7902,507,100	// Jessur Family Ring
7903,507,100	// Jenoss Family Ring
7904,507,100	// Piano Key
7906,507,100	// Poppy Wreath
7907,499,100	// Bobbin Of Goddess
7912,507,100	// Portable Snowman Machine
7913,507,100	// Battle Test Certificate
7914,507,100	// Ancient Language Document
7923,499,100	// Krathong
7928,507,100	// Brazil National Flag
7929,507,100	// Gold Coin
7930,507,100	// Devil's Cattle Ring
7944,73,100	// Sealed Box
7949,499,100	// Woven Wool
7951,507,100	// Golden Tulip Flower
7952,507,100	// Gift Of Lomi Ross
7953,507,100	// Gift Of Juliet
7954,499,100	// Summer Festival Ticket
7959,65,100	// Ancient Gold Coin
7960,65,100	// Ancient Silver Coin
7961,499,100	// Weapon Exchange
7962,499,100	// Treasure Map1
7963,499,100	// Treasure Map2
7964,499,100	// Treasure Map3
7965,499,100	// Treasure Map4
7966,499,100	// Weird Parchment1
7967,499,100	// Weird Parchment2
7968,499,100	// Weird Parchment3
7969,499,100	// Weird Parchment4
7973,499,100	// Immortality Egg
7974,499,100	// Illusion Piece
7978,499,100	// Spring Stanza1
7979,499,100	// Spring Stanza2
7980,499,100	// Spring Stanza3
7981,499,100	// Spring Stanza4
7982,499,100	// Spring Stanza5
7983,499,100	// Spring Stanza6
7984,499,100	// Spring Stanza7
7985,499,100	// Spring Stanza8
7986,499,100	// Spring Stanza9
7987,499,100	// Spring Stanza10
7988,499,100	// Spring Stanza11
7989,499,100	// Spring Stanza12
7990,499,100	// Spring Stanza13
7991,499,100	// Spring Stanza14
7992,499,100	// Spring Stanza15
7993,499,100	// Spring Stanza16
7994,499,100	// Spring Stanza17
7995,499,100	// Spring Stanza18
7996,499,100	// Spring Stanza19
7997,499,100	// Spring Stanza20
7998,499,100	// Spring Stanza21
7999,499,100	// Spring Stanza22
9028,465,100	// Hard Rice Cake
11503,467,100	// Siege_White_Potion
11504,467,100	// Siege_Blue_Potion
11505,507,100	// Iris
11514,475,100	// Enriched Slim Pot
12740,73,100	// Amplification Scroll
12741,73,100	// Intellect Amplification Scroll
12745,507,100	// Skull Scroll
12746,499,100	// Destruction Scroll
12754,499,100	// New Year Bun
12755,499,100	// Traditional Firecrack
12756,499,100	// New Gift Envelope
12766,507,100	// Reward Job BM25
12767,467,100	// Passion FB Hat Box
12768,467,100	// Cool FB Hat Box
12769,467,100	// Victory FB Hat Box
12770,467,100	// Glory FB Hat Box
12771,467,100	// Passion Hat Box2
12772,467,100	// Cool Hat Box2
12773,467,100	// Victory Hat Box2
13043,507,100	// Fortune_Sword_I
13044,507,100	// House_Auger_I
13045,507,100	// Kamaitachi_I
13308,507,100	// Huuma_Blaze_I
13420,73,100	// Honglyun's_Sword
15001,507,100	// Odin's_Blessing_I
18112,461,100	// Upg_Bow
18500,507,100	// Cheer_Scarf6
18501,507,100	// Cheer_Scarf8
18502,507,100	// Cheer_Scarf10
5306,507,100	// Freyja_Crown
5307,73,100	// Carmen_Miranda's_Hat
5308,73,100	// Brazilian_Flag_Hat
5310,73,100	// Bulb_Hairband
5311,73,100	// Large_Hibiscus
5312,73,100	// Ayothaya_Hat
5322,475,100	// Scarf
5358,73,100	// Pecopeco_Wing_Ears
5367,73,100	// Hyegun_Hat
5385,457,100	// Yoyo_Hat
5388,457,100	// Snake_Head
5397,73,100	// Scuba_Mask
5401,73,100	// Black_Glasses
5402,73,100	// Mischievous_Fairy
5404,73,100	// Blue_Ribbon
5405,73,100	// Filir_Hat
5406,467,100	// Academy_Freshman_Hat
5407,467,100	// Academy_Graduating_Cap
5423,73,100	// Lovecap_China
5429,73,100	// Bogy_Cap
5430,65,100	// Sacred_Torch_Coronet
5450,475,100	// Sun_Cap
5460,499,100	// Adv_Dragon_Skull
5461,499,100	// Adv_Whisper_Mask
5464,507,100	// Zaha_Doll_Hat
5478,457,100	// Classic_Hat
5490,457,100	// Anubis_Helm
5491,457,100	// Hat_Of_Outlaw
5496,457,100	// Dice_Hat
5497,457,100	// King_Tiger_Doll_Hat
5498,73,100	// Wondering_Wolf_Helm
5499,73,100	// Pizza_Hat
5500,73,100	// Icecream_Hat
5501,457,100	// Pirate's_Pride
5504,73,100	// China_Wedding_Veil
5519,73,100	// Peacock_Feather
5526,73,100	// Lady_Tanee_Doll
5528,457,100	// King_Frog_Hat
5530,73,100	// Raven_Cap
5537,73,100	// Quati_Hat
5538,73,100	// Tucan_Hat
5539,73,100	// Jaguar_Hat
5547,73,100	// RJC_Katusa
5548,73,100	// Scarlet_Rose
5557,73,100	// Wild_Rose_Hat
5564,73,100	// Crown_Of_Deceit
5565,507,100	// Dragon_Arhat_Mask
5566,507,100	// Tiger_Arhat_Mask
5581,73,100	// Cancer_Diadem
5582,73,100	// Cancer_Crown
5603,475,100	// RTC_Winner_Only
5604,475,100	// RTC_Second_Best
5605,475,100	// RTC_Third_Best
5770,73,100	// Splash_Hat
5818,507,100	// Carnival_Hat
5819,507,100	// Carnival_Circlet
5821,507,100	// Gold_Tulip_Hairpin
5822,499,100	// Love_Chick_Hat
20514,461,100	// C_Thanatos_Sword
21000,461,100	// Upg_Twohand_Sword
